Source,source name,source type,mapping type,Target,target name,target type,mapping description
M1040,Behavior Prevention on Endpoint,mitigation,mitigates,T1059,Command and Scripting Interpreter,technique,"On Windows 10, enable Attack Surface Reduction (ASR) rules to prevent [Visual Basic](https://attack.mitre.org/techniques/T1059/005) and [JavaScript](https://attack.mitre.org/techniques/T1059/007) scripts from executing potentially malicious downloaded content (Citation: win10_asr)."
M1040,Behavior Prevention on Endpoint,mitigation,mitigates,T1543,Create or Modify System Process,technique,"On Windows 10, enable Attack Surface Reduction (ASR) rules to prevent an application from writing a signed vulnerable driver to the system.(Citation: Malicious Driver Reporting Center) On Windows 10 and 11, enable Microsoft Vulnerable Driver Blocklist to assist in hardening against third party-developed drivers.(Citation: Microsoft driver block rules)  "
M1040,Behavior Prevention on Endpoint,mitigation,mitigates,T1486,Data Encrypted for Impact,technique,"On Windows 10, enable cloud-delivered protection and Attack Surface Reduction (ASR) rules to block the execution of files that resemble ransomware. (Citation: win10_asr)"
M1040,Behavior Prevention on Endpoint,mitigation,mitigates,T1559.002,Dynamic Data Exchange,technique,"On Windows 10, enable Attack Surface Reduction (ASR) rules to prevent DDE attacks and spawning of child processes from Office programs.(Citation: Microsoft ASR Nov 2017)(Citation: Enigma Reviving DDE Jan 2018)"
M1040,Behavior Prevention on Endpoint,mitigation,mitigates,T1055.001,Dynamic-link Library Injection,technique,Some endpoint security solutions can be configured to block some types of process injection based on common sequences of behavior that occur during the injection process. 
M1040,Behavior Prevention on Endpoint,mitigation,mitigates,T1055.011,Extra Window Memory Injection,technique,Some endpoint security solutions can be configured to block some types of process injection based on common sequences of behavior that occur during the injection process. 
M1040,Behavior Prevention on Endpoint,mitigation,mitigates,T1574,Hijack Execution Flow,technique,Some endpoint security solutions can be configured to block some types of behaviors related to process injection/memory tampering based on common sequences of indicators (ex: execution of specific API functions).
M1040,Behavior Prevention on Endpoint,mitigation,mitigates,T1559,Inter-Process Communication,technique,"On Windows 10, enable Attack Surface Reduction (ASR) rules to prevent DDE attacks and spawning of child processes from Office programs.(Citation: Microsoft ASR Nov 2017)(Citation: Enigma Reviving DDE Jan 2018)"
M1040,Behavior Prevention on Endpoint,mitigation,mitigates,T1059.007,JavaScript,technique,"On Windows 10, enable Attack Surface Reduction (ASR) rules to prevent [JavaScript](https://attack.mitre.org/techniques/T1059/007) scripts from executing potentially malicious downloaded content (Citation: win10_asr)."
M1040,Behavior Prevention on Endpoint,mitigation,mitigates,T1574.013,KernelCallbackTable,technique,Some endpoint security solutions can be configured to block some types of behaviors related to process injection/memory tampering based on common sequences of indicators (ex: execution of specific API functions).
M1040,Behavior Prevention on Endpoint,mitigation,mitigates,T1003.001,LSASS Memory,technique,"On Windows 10, enable Attack Surface Reduction (ASR) rules to secure LSASS and prevent credential stealing. (Citation: win10_asr)"
M1040,Behavior Prevention on Endpoint,mitigation,mitigates,T1055.015,ListPlanting,technique,Some endpoint security solutions can be configured to block some types of process injection based on common sequences of behavior that occur during the injection process.
M1040,Behavior Prevention on Endpoint,mitigation,mitigates,T1204.002,Malicious File,technique,"On Windows 10, various Attack Surface Reduction (ASR) rules can be enabled to prevent the execution of potentially malicious executable files (such as those that have been downloaded and executed by Office applications/scripting interpreters/email clients or that do not meet specific prevalence, age, or trusted list criteria). Note: cloud-delivered protection must be enabled for certain rules. (Citation: win10_asr)"
M1040,Behavior Prevention on Endpoint,mitigation,mitigates,T1106,Native API,technique,"On Windows 10, enable Attack Surface Reduction (ASR) rules to prevent Office VBA macros from calling Win32 APIs. (Citation: win10_asr)"
M1040,Behavior Prevention on Endpoint,mitigation,mitigates,T1003,OS Credential Dumping,technique,"On Windows 10, enable Attack Surface Reduction (ASR) rules to secure LSASS and prevent credential stealing. (Citation: win10_asr)"
M1040,Behavior Prevention on Endpoint,mitigation,mitigates,T1027,Obfuscated Files or Information,technique,"On Windows 10, enable Attack Surface Reduction (ASR) rules to prevent execution of potentially obfuscated scripts. (Citation: win10_asr)"
M1040,Behavior Prevention on Endpoint,mitigation,mitigates,T1137,Office Application Startup,technique,"On Windows 10, enable Attack Surface Reduction (ASR) rules to prevent Office applications from creating child processes and from writing potentially malicious executable content to disk. (Citation: win10_asr)"
M1040,Behavior Prevention on Endpoint,mitigation,mitigates,T1137.001,Office Template Macros,technique,"On Windows 10, enable Attack Surface Reduction (ASR) rules to prevent Office applications from creating child processes and from writing potentially malicious executable content to disk. (Citation: win10_asr)"
M1040,Behavior Prevention on Endpoint,mitigation,mitigates,T1137.002,Office Test,technique,"On Windows 10, enable Attack Surface Reduction (ASR) rules to prevent Office applications from creating child processes and from writing potentially malicious executable content to disk. (Citation: win10_asr)"
M1040,Behavior Prevention on Endpoint,mitigation,mitigates,T1137.003,Outlook Forms,technique,"On Windows 10, enable Attack Surface Reduction (ASR) rules to prevent Office applications from creating child processes and from writing potentially malicious executable content to disk. (Citation: win10_asr)"
M1040,Behavior Prevention on Endpoint,mitigation,mitigates,T1137.004,Outlook Home Page,technique,"On Windows 10, enable Attack Surface Reduction (ASR) rules to prevent Office applications from creating child processes and from writing potentially malicious executable content to disk. (Citation: win10_asr)"
